Site,Cov,BLK,BLK_cont,Row,Col,fitness,TROR,TRCY,NO_GRASS,focal_sp,CEC,pH,NO3.N,mean_percent_open,precip,pet,water_in_out,PC1,PC2
NAM,SH,3,21,8,6,30,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,8,8,41,0,0,0,TRCY,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,8,9,35,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SH,3,21,8,10,8,0,0,0,TROR,601.3,5.85,2.3,66.56,120.1,1974.1,0.06083785,0.040690298,-0.098382076
NAM,SUN,1,22,1,1,30,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,1,2,90,0,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,1,3,51,0,1,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,1,4,162,0,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,1,5,64,15,2,5,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,1,7,21,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,1,8,17,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,1,9,41,0,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,1,10,11,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,2,4,55,2,0,1,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,2,5,69,0,17,5,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,2,6,17,7,0,1,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,2,8,28,17,0,7,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,2,10,12,0,27,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,3,1,135,0,1,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,3,3,6,2,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,3,6,15,0,16,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,3,7,16,25,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,3,8,39,0,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,3,10,18,0,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,4,1,57,0,1,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,4,3,3,0,4,1,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,4,4,96,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,4,5,6,0,10,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,4,6,3,2,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,4,7,38,18,0,1,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,4,8,10,24,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,4,9,52,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,4,10,18,7,0,4,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,5,2,30,0,7,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,5,3,3,0,7,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,5,4,5,0,1,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,5,5,32,4,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,5,6,8,17,0,1,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,5,7,6,7,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,5,8,44,0,49,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,5,9,2,2,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,5,10,19,0,14,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,6,1,98,0,8,1,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,6,2,4,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,6,3,30,12,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,6,4,14,0,34,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,6,5,16,0,1,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,6,6,162,0,0,2,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,6,7,144,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,6,8,80,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,6,9,14,0,47,1,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,7,2,9,6,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,7,3,45,2,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,7,4,56,2,2,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,7,5,123,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,7,7,40,0,8,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,7,8,37,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,7,9,8,0,10,17,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,8,1,4,3,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,8,3,8,0,0,0,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,8,5,36,7,6,1,TRCY,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,8,6,21,0,2,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,8,7,41,0,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,8,9,12,0,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,1,22,8,10,6,1,0,0,TROR,364.6,6.04,0.7,98.54,120.1,1974.1,0.06083785,-0.975725163,-0.043409805
NAM,SUN,2,23,1,2,77,0,0,1,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,1,6,10,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,1,7,11,6,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,1,8,18,0,4,1,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,1,9,1,0,10,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,2,2,171,0,1,6,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,2,3,4,0,43,3,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,2,4,73,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,2,8,7,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,2,9,4,0,3,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,3,2,8,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,3,3,61,0,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,3,4,6,0,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,3,5,4,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,3,6,6,10,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,3,7,5,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,3,8,4,10,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,3,9,20,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,3,10,4,0,0,1,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,4,1,15,11,2,2,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,4,2,20,0,11,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,4,5,7,11,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,4,6,14,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,4,7,2,21,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,4,9,8,0,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,4,10,4,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,5,1,25,11,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,5,2,8,0,8,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,5,3,134,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,5,4,9,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,5,6,6,0,11,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,5,7,14,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,5,8,4,0,11,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,5,9,2,0,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,5,10,16,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,6,1,54,12,0,3,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,6,2,18,14,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,6,4,9,11,2,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,6,5,2,1,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,6,6,5,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,6,7,7,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,6,8,4,0,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,6,9,15,0,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,6,10,44,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,7,1,23,0,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,7,2,6,5,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,7,3,2,0,1,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,7,4,4,0,30,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,7,5,12,0,5,1,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,7,6,8,0,15,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,7,7,6,0,5,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,7,8,9,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,7,9,6,0,9,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,8,1,8,2,26,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,8,2,5,0,0,0,TROR,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,8,5,3,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,2,23,8,8,4,0,0,0,TRCY,383.8,5.98,1.7,91.26,120.1,1974.1,0.06083785,-0.67238431,0.072073365
NAM,SUN,3,24,1,1,2,10,0,2,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,1,4,6,24,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,1,5,5,14,2,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,1,6,1,0,47,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,1,7,15,0,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,1,9,9,17,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,1,10,7,20,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,2,1,3,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,2,4,36,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,2,5,6,8,0,4,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,2,6,9,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,2,7,1,0,27,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,2,8,9,0,36,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,2,9,16,0,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,2,10,15,18,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,3,1,4,0,11,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,3,2,5,0,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,3,3,2,0,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,3,4,4,2,0,4,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,3,6,4,11,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,3,7,4,0,12,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,3,9,10,0,32,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,3,10,3,27,2,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,4,1,4,0,20,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,4,2,8,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,4,3,5,0,17,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,4,4,8,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,4,5,7,0,0,4,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,4,7,4,18,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,4,8,2,0,9,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,4,9,3,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,4,10,3,0,27,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,5,1,10,11,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,5,2,29,24,0,2,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,5,3,9,16,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,5,5,4,5,0,4,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,5,6,2,27,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,5,8,7,33,0,6,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,5,9,10,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,5,10,6,0,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,6,1,4,0,12,2,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,6,2,6,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,6,3,3,0,18,4,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,6,4,4,0,7,2,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,6,5,7,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,6,6,3,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,6,7,6,17,0,1,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,6,8,2,0,2,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,6,10,8,0,0,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,7,1,6,6,0,2,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,7,3,6,0,10,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,7,4,5,0,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,7,6,4,0,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,7,7,6,0,18,1,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,7,8,6,0,1,3,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,7,10,3,0,32,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,8,2,8,0,12,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,8,6,4,0,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,8,7,7,0,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,8,8,8,7,0,0,TROR,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,8,9,4,0,20,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
NAM,SUN,3,24,8,10,3,0,2,0,TRCY,437.8,5.69,2.9,82.68,120.1,1974.1,0.06083785,-0.336598413,0.310906384
PJ,SH,1,25,1,1,8,0,3,0,TRCY,763.2,6.09,15.2,73.06,116.3,2300.9,0.050545439,0.315385414,-0.315606202
PJ,SH,1,25,1,3,4,0,0,0,TROR,763.2,6.09,15.2,73.06,116.3,2300.9,0.050545439,0.315385414,-0.315606202
PJ,SH,1,25,1,5,2,0,0,0,TROR,763.2,6.09,15.2,73.06,116.3,2300.9,0.050545439,0.315385414,-0.315606202
PJ,SH,1,25,1,6,4,0,0,0,TRCY,763.2,6.09,15.2,73.06,116.3,2300.9,0.050545439,0.315385414,-0.315606202
PJ,SH,1,25,1,7,7,0,0,0,TRCY,763.2,6.09,15.2,73.06,116.3,2300.9,0.050545439,0.315385414,-0.315606202
PJ,SH,1,25,1,8,9,0,0,0,TRCY,763.2,6.09,15.2,73.06,116.3,2300.9,0.050545439,0.315385414,-0.315606202
