"focsp","Site","Cov","fac_sc","lambda_med","lambda_lwr","lambda_upr"
"TRCY","CS","Sun",0,5.49866807736912,2.52123900056725,15.1568362484514
"TRCY","CS","Sun",1,5.11920419565803,1.29533136774251,18.8767523494303
"TRCY","CS","Sun",2,4.70072335634296,0.403971260865656,35.9108007081562
"TRCY","CS","Sun",2.5,4.51663491911909,0.216311711699399,51.2309441573462
"TRCY","CS","Sun",3,4.34384276577915,0.117667758056529,76.3816624319887
"TRCY","CS","Sun",4,4.00395579788171,0.0331314915090605,174.695592283891
"TRCY","CS","Sun",4.5,3.82500216073422,0.0178582375298036,265.05864479102
"TRCY","CS","Sun",5,3.68327817946209,0.00943313178978923,405.701265128639
"TRCY","CS","Sun",6,3.4210101720851,0.00273844996519198,960.176987248572
"TRCY","CS","Sun",7,3.14953428060835,0.00077574572887651,2219.42707746368
"TRCY","CS","Sun",7.11764705882353,3.10968855057859,0.000666862005981644,2457.80591271302
"TRCY","CS","Sun",8,2.8833353339743,0.000216940322055604,5158.49825971872
"TRCY","CS","Sun",9,2.64908068547936,6.28286568771596e-05,11992.3613077896
"TRCY","CS","Sun",10,2.4181354473081,1.78639771173209e-05,28520.9235693815
"TRCY","CS","Sun",17,1.31488141787848,2.60916944110071e-09,11918386.4837627
"TROR","BEN","Shade",0,2.89497711261584,1.47158921464861,5.10795375710181
"TROR","BEN","Shade",1,3.27980761716316,1.6322767522872,6.01254293075075
"TROR","BEN","Shade",2,3.75049926757114,1.68443123792265,7.70145442741853
"TROR","BEN","Shade",2.5,3.9874983529816,1.66156993560481,9.00825925462717
"TROR","BEN","Shade",3,4.25621160491852,1.61809910407159,10.5426910609669
"TROR","BEN","Shade",4,4.83059425680197,1.5231218899285,14.5885168316868
"TROR","BEN","Shade",4.5,5.14678416584891,1.46019156045698,17.3359224247889
"TROR","BEN","Shade",5,5.49955055823131,1.40329714559049,20.4947911991684
"TROR","BEN","Shade",6,6.2915624799537,1.29533988967555,29.4117273341313
"TROR","BEN","Shade",7,7.13212881095626,1.17817928718721,42.4161871348099
"TROR","BEN","Shade",7.11764705882353,7.24393449196934,1.16073353806506,43.9746457235896
"TROR","BEN","Shade",8,8.16304918209921,1.06039566212635,61.2912274775295
"TROR","BEN","Shade",9,9.30850906566718,0.953012248628301,87.9846595067204
"TROR","BEN","Shade",10,10.5310117245826,0.856276005309783,125.868792247364
"TROR","BEN","Shade",17,26.2332626682308,0.376241457182704,1677.59367113512
"TROR","BEN","Sun",0,4.71107757961731,2.37122921949755,8.35227615047358
"TROR","BEN","Sun",1,4.66982903962178,2.36586104324902,8.18593527660697
"TROR","BEN","Sun",2,4.6243880237735,2.34030196486676,8.2516943646384
"TROR","BEN","Sun",2.5,4.61194455786942,2.29929269123504,8.3095865659687
"TROR","BEN","Sun",3,4.57962572260696,2.24277358846427,8.44164888271055
"TROR","BEN","Sun",4,4.54354965979823,2.14558237163346,8.78325727880722
"TROR","BEN","Sun",4.5,4.53324201942386,2.09493464029109,8.94200734863554
"TROR","BEN","Sun",5,4.51833028649121,2.03670905389918,9.12388667378309
"TROR","BEN","Sun",6,4.48450428403176,1.91161344065988,9.65083011728624
"TROR","BEN","Sun",7,4.44636952157614,1.77605192012304,10.3440453703211
"TROR","BEN","Sun",7.11764705882353,4.44016174855641,1.76454132718002,10.4257676536795
"TROR","BEN","Sun",8,4.40579795494071,1.64666967242683,11.0767924402654
"TROR","BEN","Sun",9,4.3705258056478,1.51408820639944,11.7436596085792
"TROR","BEN","Sun",10,4.35628509052697,1.37983196829235,12.5996497340233
"TROR","BEN","Sun",17,4.13275129797549,0.694127042713437,22.2599317234025
